gene_name,log10FPKM,,,
cdc42bpb,1.262,,,
cdc42ep1a,-0.292,,,
cdc42ep1b,0.172,,,
cdc42ep2,0.980,,,
cdc42ep3,0.737,,,
cdc42ep4a,1.248,,,
cdc42ep4b,0.735,,,
cdc42ep5,1.695,,,
cdc42l,2.158,,,
cdc42l2,-0.287,,,
cdc42se1,1.246,,,
cdc42se2,-0.745,,,
cdc45,0.968,,,
cdc5l,1.336,,,
cdc6,1.077,,,
cdc7,0.657,,,
cdc73,1.317,,,
cdca4,1.877,,,
cdca5,0.862,,,
cdca7a,1.349,,,
cdca7b,1.039,,,
cdca8,1.531,,,
cdca9,-4.000,,,
CDCP1,1.764,,,
cdcp1a,0.945,,,
cdcp2,-0.986,,,
cdh1,2.454,,,
cdh10a,-0.319,,,
cdh11,1.915,,,
cdh12a,-0.986,,,
cdh13,0.452,,,
cdh15,-0.363,,,
cdh16,-4.000,,,
cdh17,0.628,,,
CDH18,-0.706,,,
cdh18a,-0.025,,,
cdh2,1.671,,,
cdh23,-0.921,,,
cdh24a,-2.176,,,
cdh24b,-2.477,,,
cdh26.1,1.059,,,
cdh26.2,0.296,,,
cdh27,1.601,,,
cdh28,-1.000,,,
cdh29,-0.301,,,
cdh30,-1.097,,,
cdh31,-1.198,,,
cdh4,-0.574,,,
cdh5,-0.959,,,
cdh6,0.703,,,
cdh7a,0.660,,,
cdh7b,-4.000,,,
CDHR1 (1 of many),-0.638,,,
cdhr1a,-0.086,,,
cdhr5a,-0.504,,,
cdhr5b,-1.477,,,
cdip1,0.735,,,
cdipt,1.049,,,
cdk1,2.009,,,
cdk10,-0.201,,,
cdk11b,1.093,,,
cdk12,1.089,,,
cdk13,0.820,,,
cdk14,0.057,,,
cdk15,-2.477,,,
cdk16,1.046,,,
cdk17,1.018,,,
CDK18,-0.244,,,
cdk19,0.156,,,
cdk2,1.329,,,
cdk20,-0.167,,,
cdk21,-1.097,,,
CDK2AP1,1.087,,,
cdk2ap2,1.970,,,
cdk4,0.450,,,
cdk5,0.438,,,
cdk5r1a,-1.015,,,
cdk5r1b,0.241,,,
cdk5r2a,-0.198,,,
cdk5r2b,-0.753,,,
cdk5rap1,0.825,,,
cdk5rap2,0.453,,,
cdk5rap3,1.189,,,
cdk6,-0.344,,,
cdk7,1.250,,,
cdk8,0.964,,,
cdk9,1.554,,,
cdkal1,1.023,,,
cdkl1,0.130,,,
cdkl5,-0.083,,,
cdkn1a,1.594,,,
cdkn1ba,1.133,,,
cdkn1bb,1.687,,,
cdkn1ca,0.787,,,
cdkn1cb,0.754,,,
cdkn1d,1.575,,,
cdkn2a/b,-0.563,,,
cdkn2aip,0.399,,,
cdkn2aipnl,1.583,,,
cdkn2c,-0.106,,,
cdkn2d,-1.097,,,
cdkn3,0.909,,,
cdnf,-0.602,,,
cdo1,2.264,,,
cdon,1.891,,,
CDPF1,1.613,,,
cdr2a,-0.095,,,
cdr2l,0.674,,,
cds1,1.126,,,
cds2,0.930,,,
cdt1,0.653,,,
cdv3,1.389,,,
cdx1a,-0.834,,,
cdx1b,-0.664,,,
cdx4,-1.574,,,
cdyl,0.478,,,
ceacam1,1.100,,,
cebp1,-4.000,,,
cebpa,1.363,,,
cebpb,3.514,,,
cebpd,3.166,,,
cebpg,1.826,,,
cebpz,1.046,,,
cecr2,0.538,,,
cel.1,0.436,,,
cel.2,-0.413,,,
CELA1 (1 of many),1.243,,,
celf1,1.339,,,
celf2,1.554,,,
celf3a,0.727,,,
celf3b,0.574,,,
celf4,-0.268,,,
celf5a,-0.591,,,
celf5b,-1.079,,,
celsr1a,0.666,,,
celsr1b,0.300,,,
celsr2,0.279,,,
celsr3,-1.176,,,
cemip,0.958,,,
cemip2,0.851,,,
cenpe,1.049,,,
cenpf,0.813,,,
cenph,0.756,,,
cenpi,0.654,,,
cenpj,0.001,,,
cenpk,1.054,,,
cenpl,0.448,,,
cenpn,0.603,,,
cenpo,0.819,,,
cenpp,0.674,,,
cenpq,0.274,,,
cenps,0.716,,,
cenpv,-0.290,,,
cenpw,1.226,,,
cenpx,1.614,,,
cep104,0.577,,,
cep112,0.373,,,
cep120,0.875,,,
cep126,-2.176,,,
cep128,0.192,,,
cep131,1.021,,,
cep135,0.529,,,
cep152,0.177,,,
cep162,0.230,,,
cep170aa,0.544,,,
cep170ab,-1.301,,,
cep170b,0.646,,,
CEP170B (1 of many),-0.658,,,
cep19,0.299,,,
cep192,0.498,,,
cep290,0.243,,,
cep295,0.717,,,
cep350,0.837,,,
cep41,0.029,,,
cep44,-0.056,,,
cep55l,0.799,,,
cep57,0.524,,,
cep57l1,0.889,,,
cep63,1.005,,,
cep68,0.076,,,
cep70,0.593,,,
cep72,0.571,,,
cep76,0.404,,,
cep78,-0.347,,,
cep83,0.651,,,
cep85,1.229,,,
cep85l,0.665,,,
cep89,1.001,,,
cep97,0.849,,,
cept1a,0.826,,,
cept1b,0.636,,,
cercam,1.594,,,
cerk,0.109,,,
cerkl,0.052,,,
cers1,-0.596,,,
cers2a,0.848,,,
cers2b,1.465,,,
cers3a,0.687,,,
cers3b,0.763,,,
cers4a,-0.129,,,
cers4b,-0.114,,,
cers5,1.270,,,
cers6,-0.933,,,
ces2,-0.227,,,
ces3,-4.000,,,
cetn2,-0.714,,,
cetn3,0.942,,,
cetn4,1.171,,,
cetp,-0.875,,,
cfap100,-0.460,,,
cfap126,-0.077,,,
cfap157,-0.548,,,
cfap161,-2.000,,,
cfap20,1.551,,,
cfap206,-0.322,,,
cfap298,0.715,,,
cfap299,-0.972,,,
cfap300,-0.380,,,
cfap36,1.047,,,
cfap410,0.459,,,
cfap43,-0.432,,,
cfap45,-0.172,,,
cfap46,-1.062,,,
cfap52,-0.088,,,
cfap53,0.113,,,
cfap57,-0.125,,,
cfap58,-0.196,,,
cfap61,0.579,,,
cfap70,-0.380,,,
cfap73,-4.000,,,
CFAP77,0.515,,,
cfap97,0.501,,,
cfap99,-0.416,,,
cfb,-1.046,,,
cfbl,-0.729,,,
cfd,2.642,,,
cfdp1,0.566,,,
cfh,-0.909,,,
cfhl1,-4.000,,,
cfhl2,-0.638,,,
cfhl3,-4.000,,,
cfhl4,-0.416,,,
cfhl5,-4.000,,,
cfi,-0.745,,,
cfl1,1.893,,,
cfl1l,3.277,,,
cfl2,-0.176,,,
cflara,0.703,,,
cflarb,-0.409,,,
cfp,0.889,,,
cftr,-2.176,,,
cga,0.348,,,
cgas,-1.273,,,
cgna,-0.183,,,
cgnb,0.663,,,
cgnl1,1.077,,,
cgref1,1.212,,,
cgrrf1,0.185,,,
ch25h,1.312,,,
ch25hl1.1,1.480,,,
ch25hl1.2,-4.000,,,
ch25hl2,-0.563,,,
ch25hl3,0.528,,,
chac1,2.745,,,
chac2,-0.143,,,
chad,0.746,,,
chadla,-1.574,,,
chadlb,1.602,,,
chaf1a,1.432,,,
chaf1b,0.989,,,
chata,-4.000,,,
chchd1,1.078,,,
chchd10,1.695,,,
chchd2,1.696,,,
chchd3a,1.502,,,
chchd3b,0.814,,,
chchd4a,0.952,,,
chchd4b,0.123,,,
chchd6a,0.873,,,
chchd6b,1.283,,,
chchd7,1.267,,,
chd1,0.921,,,
chd1l,0.591,,,
chd2,1.106,,,
chd3,0.310,,,
chd4a,1.275,,,
chd4b,1.202,,,
chd5,-1.198,,,
chd6,0.345,,,
chd7,1.048,,,
chd8,0.319,,,
chd9,0.820,,,
chdh,0.540,,,
chek1,0.642,,,
chek2,0.637,,,
cherp,1.272,,,
ches1,0.555,,,
chfr,0.864,,,
chga,0.538,,,
chgb,0.474,,,
chia.1,-0.509,,,
chia.2,0.329,,,
chia.3,-1.155,,,
chia.4,-4.000,,,
chia.6,-4.000,,,
chic1,0.471,,,
chic2,1.148,,,
chico,0.637,,,
chid1,1.052,,,
chka,0.389,,,
chkb,0.810,,,
chl1a,1.231,,,
chl1b,0.381,,,
chm,1.207,,,
chmp1a,1.684,,,
chmp1b,2.126,,,
chmp2a,1.988,,,
chmp2ba,-0.224,,,
chmp2bb,1.735,,,
chmp3,1.414,,,
chmp4ba,1.718,,,
chmp4bb,2.141,,,
chmp4c,1.414,,,
chmp5a,-0.254,,,
chmp5b,1.980,,,
chmp6a,-4.000,,,
chmp6b,1.606,,,
chmp7,1.210,,,
chn1,0.557,,,
chn2,0.152,,,
chodl,-0.161,,,
chordc1a,0.616,,,
chordc1b,1.215,,,
chp1,1.273,,,
chp2,0.676,,,
chpf2,0.936,,,
chpfa,1.133,,,
chpfb,0.532,,,
chpt1,1.286,,,
chrac1,1.569,,,
chrd,0.479,,,
chrdl2,0.108,,,
chrm1a,0.079,,,
chrm1b,-1.176,,,
chrm2a,-0.528,,,
chrm2b,-4.000,,,
chrm3a,-1.477,,,
chrm3b,-2.176,,,
chrm4a,-0.185,,,
chrm5a,-1.331,,,
chrm5b,-0.844,,,
chrna1,-0.155,,,
chrna10a,-0.745,,,
chrna2a,-0.933,,,
chrna2b,-0.405,,,
chrna3,-0.814,,,
chrna4a,-4.000,,,
chrna4b,-0.424,,,
chrna5,-0.185,,,
chrna6,-4.000,,,
chrna7,-0.287,,,
chrna9,-0.834,,,
chrnb1,-1.523,,,
chrnb1l,-0.424,,,
chrnb2a,-4.000,,,
chrnb2b,-1.062,,,
chrnb2l,-1.247,,,
chrnb3a,-0.460,,,
chrnb3b,-0.316,,,
chrnb4,-0.761,,,
chrnd,-0.123,,,
chrne,-0.569,,,
chrng,-4.000,,,
chs1,-0.244,,,
chst1,-0.115,,,
chst10,0.999,,,
chst11,1.023,,,
chst12a,0.463,,,
chst12b,-0.287,,,
CHST13,1.729,,,
chst14,0.901,,,
chst15,-0.416,,,
chst2a,1.012,,,
chst2b,0.301,,,
chst3a,0.633,,,
chst3b,-0.699,,,
chst6,0.250,,,
chst7,0.528,,,
chsy1,0.959,,,
chsy3,1.296,,,
chtf18,0.432,,,
chtf8,0.767,,,
chtopa,1.664,,,
chtopb,-0.036,,,
chuk,1.243,,,
churc1,1.620,,,
ciao1,1.335,,,
ciao2a,0.593,,,
ciao2b,0.857,,,
ciapin1,1.586,,,
ciarta,0.772,,,
ciartb,1.147,,,
cib1,1.407,,,
cib2,-0.077,,,
cib3,0.352,,,
cica,0.746,,,
cicb,0.993,,,
cidea,-0.796,,,
cideb,-1.176,,,
cidec,-4.000,,,
ciita,-1.198,,,
cilp,0.951,,,
cilp2,0.454,,,
cinp,0.905,,,
cip2a,0.866,,,
cipca,0.182,,,
cipcb,-0.273,,,
CIR1,0.774,,,
cirbpa,2.260,,,
cirbpb,2.307,,,
cisd1,1.103,,,
cisd2,0.694,,,
cish,1.511,,,
cishb,1.068,,,
cita,0.527,,,
citb,-1.875,,,
cited1,0.920,,,
cited2,0.486,,,
cited4a,1.995,,,
cited4b,1.518,,,
ciz1a,0.365,,,
ciz1b,-0.074,,,
ckap2l,0.923,,,
ckap4,2.057,,,
ckap5,1.233,,,
ckba,1.805,,,
ckbb,1.940,,,
ckma,2.143,,,
ckmb,2.057,,,
ckmt1,1.326,,,
ckmt2a,1.126,,,
ckmt2b,0.737,,,
cks1b,1.667,,,
clasp1a,0.689,,,
clasp2,1.342,,,
clasrp,1.224,,,
clca1,-2.477,,,
clca5.1,-4.000,,,
clcf1,0.802,,,
clcn1a,-2.477,,,
clcn1b,-1.155,,,
clcn2a,-0.178,,,
clcn2b,0.093,,,
clcn2c,0.910,,,
clcn3,1.078,,,
clcn4,0.583,,,
clcn5a,0.311,,,
clcn5b,0.170,,,
clcn6,0.436,,,
clcn7,0.607,,,
clcnk,-0.347,,,
cldn1,2.635,,,
cldn10a,-4.000,,,
cldn10b,-1.135,,,
cldn10l2,-0.460,,,
cldn11a,1.482,,,
cldn11b,1.017,,,
cldn12,0.945,,,
cldn15a,0.167,,,
cldn15b,0.199,,,
cldn15la,1.007,,,
cldn15lb,-0.041,,,
cldn17,0.006,,,
cldn18,-2.477,,,
cldn19,-0.167,,,
cldn2,-0.721,,,
cldn23a,1.814,,,
cldn23b,0.335,,,
cldn34a,-1.875,,,
cldn5a,0.119,,,
cldn5b,-0.016,,,
cldn7a,0.062,,,
cldn7b,2.228,,,
cldn8,0.752,,,
cldna,0.945,,,
cldnb,2.843,,,
cldnc,0.779,,,
cldnd,-0.614,,,
cldnd1a,-0.409,,,
cldnd1b,0.805,,,
cldne,2.112,,,
cldnf,1.288,,,
cldng,-1.198,,,
cldnh,2.099,,,
cldni,3.306,,,
cldnj,-0.215,,,
cldnk,0.396,,,
clec11a,0.409,,,
clec14a,0.169,,,
clec16a,0.726,,,
clec19a,0.036,,,
CLEC3A,1.084,,,
clec3ba,-0.350,,,
clec3bb,0.874,,,
clgn,0.923,,,
clic1,1.349,,,
clic2,1.269,,,
clic3,1.438,,,
clic4,0.972,,,
clic5a,-0.714,,,
clic5b,0.091,,,
clic6,-0.165,,,
clint1a,1.587,,,
clint1b,0.457,,,
clip1a,0.796,,,
clip2,0.427,,,
clip3,-0.219,,,
CLIP4,0.029,,,
clk2a,1.357,,,
clk2b,0.972,,,
clk4a,2.112,,,
clk4b,1.331,,,
clmn,0.124,,,
cln3,0.744,,,
cln5,0.500,,,
cln6a,0.888,,,
cln6b,-1.632,,,
cln8,0.898,,,
clns1a,1.580,,,
clocka,0.532,,,
clockb,1.020,,,
clp1,-0.084,,,
clpb,0.715,,,
clpp,1.602,,,
clptm1,1.672,,,
clptm1l,1.185,,,
clpxa,1.066,,,
clpxb,0.713,,,
clrn1,-0.436,,,
clrn2,-4.000,,,
clrn3,-4.000,,,
clstn1,1.397,,,
clstn2,-0.428,,,
clstn3,-0.260,,,
clta,2.005,,,
cltb,0.862,,,
cltca,1.726,,,
cltcb,1.386,,,
cltcl1,0.923,,,
clu,1.508,,,
cluap1,0.577,,,
cluha,1.146,,,
cluhb,-0.844,,,
clul1,-0.972,,,
clvs2,-0.086,,,
clybl,0.925,,,
cmah,0.999,,,
cmasa,1.336,,,
cmbl,1.443,,,
cmc1,1.018,,,
cmc2,1.076,,,
cmc4,0.828,,,
cmip,1.085,,,
cmklr1,-0.499,,,
CMKLR1 (1 of many),-0.077,,,
cmlc1,-0.473,,,
cmn,0.211,,,
cmpk,1.990,,,
cmpk2,-4.000,,,
cmss1,0.845,,,
cmtm3,0.693,,,
cmtm4,0.570,,,
cmtm6,0.904,,,
cmtm7,1.003,,,
cmtm8a,-0.077,,,
cmtm8b,-0.770,,,
cmtr1,0.941,,,
cmtr2,0.652,,,
cmya5,-0.778,,,
cnbd1,-0.824,,,
cnbpa,2.153,,,
cnbpb,2.148,,,
cndp2,1.331,,,
cnep1r1,1.248,,,
cnfn,0.249,,,
cnga1a,-1.030,,,
cnga1b,-0.685,,,
cnga2a,-4.000,,,
cnga2b,-4.000,,,
cnga3a,-0.533,,,
cnga3b,-0.986,,,
cnga4,-0.413,,,
cngb1a,-0.632,,,
cngb3.1,-0.854,,,
cngb3.2,-0.201,,,
cngk,-4.000,,,
cnih1,1.431,,,
cnih2,-0.290,,,
cnih3,-4.000,,,
cnih4,0.241,,,
cnksr1,1.517,,,
cnksr2a,-0.946,,,
cnksr2b,0.112,,,
cnksr3,0.590,,,
cnmd,2.501,,,
cnn1a,-0.972,,,
cnn1b,-0.548,,,
cnn2,2.308,,,
cnn3a,1.879,,,
cnn3b,1.146,,,
CNNM1,-0.959,,,
cnnm2a,-0.110,,,
cnnm2b,-0.946,,,
cnnm3,-0.778,,,
cnnm4a,-0.117,,,
cnnm4b,0.816,,,
cnot1,1.325,,,
cnot10,0.937,,,
cnot11,1.367,,,
cnot2,1.174,,,
cnot3a,1.063,,,
cnot3b,0.669,,,
cnot4a,1.068,,,
cnot4b,0.896,,,
cnot6a,1.497,,,
cnot6b,-0.043,,,
cnot6l,1.115,,,
cnot7,0.496,,,
cnot8,1.431,,,
cnot9,1.752,,,
cnp,1.424,,,
cnppd1,1.915,,,
cnpy1,1.466,,,
cnpy2,0.637,,,
cnpy3,0.936,,,
cnpy4,1.249,,,
cnr1,-0.632,,,
cnr2,-4.000,,,
cnrip1a,0.227,,,
cnrip1b,0.083,,,
cnsta,0.397,,,
cnstb,0.766,,,
cntd1,-4.000,,,
cntf,0.868,,,
cntfr,1.616,,,
cntln,0.274,,,
cntn1a,-0.409,,,
cntn1b,-0.276,,,
cntn2,-0.262,,,
cntn3a.1,0.250,,,
cntn3a.2,-1.331,,,
cntn3b,-0.824,,,
cntn4,0.220,,,
cntn5,-0.049,,,
cntnap1,-2.176,,,
cntnap2a,-0.579,,,
cntnap2b,-0.714,,,
cntnap3,0.232,,,
cntnap5a,-0.373,,,
cntnap5b,-0.538,,,
cntnap5l,-0.658,,,
cntrl,0.568,,,
cntrob,-4.000,,,
coa3a,1.470,,,
coa3b,1.301,,,
COA4,0.877,,,
coa5,1.459,,,
coa6,1.565,,,
coa7,1.070,,,
coasy,0.875,,,
cobl,0.342,,,
cobll1a,-0.699,,,
cobll1b,1.505,,,
coch,1.308,,,
cog1,0.977,,,
cog2,1.080,,,
cog3,0.967,,,
cog4,1.028,,,
cog5,0.880,,,
cog6,0.967,,,
cog7,0.680,,,
cog8,0.688,,,
coil,0.344,,,
col10a1a,1.258,,,
col10a1b,0.542,,,
col11a1a,3.027,,,
col11a1b,1.832,,,
col11a2,2.601,,,
col12a1a,2.062,,,
col12a1b,1.701,,,
col13a1,0.142,,,
col14a1a,0.764,,,
col14a1b,2.761,,,
col15a1a,0.216,,,
col15a1b,1.352,,,
col16a1,1.906,,,
col17a1a,2.957,,,
col17a1b,1.819,,,
col18a1a,2.487,,,
col18a1b,0.273,,,
col19a1,-0.596,,,
col1a1a,3.710,,,
col1a1b,3.642,,,
col1a2,3.705,,,
col21a1,0.088,,,
col24a1,0.471,,,
col27a1b,0.583,,,
col28a1a,1.749,,,
col28a1b,-4.000,,,
col28a2a,1.634,,,
col28a2b,1.275,,,
col2a1a,3.410,,,
col2a1b,3.034,,,
col4a1,0.679,,,
col4a2,-0.069,,,
col4a3,0.344,,,
col4a3bpa,1.626,,,
col4a3bpb,1.572,,,
col4a4,0.410,,,
col4a5,2.557,,,
col4a6,2.321,,,
col5a1,2.468,,,
col5a2a,2.252,,,
col5a2b,0.000,,,
col5a3a,-0.205,,,
col5a3b,2.440,,,
col6a1,1.682,,,
col6a2,1.530,,,
col6a3,1.709,,,
col6a4a,1.307,,,
col7a1,1.567,,,
col7a1l,1.355,,,
col8a1a,0.738,,,
col8a1b,-0.456,,,
col8a2,1.919,,,
col9a1a,2.813,,,
col9a1b,1.310,,,
col9a2,2.851,,,
col9a3,2.768,,,
COLEC10,-0.380,,,
colec11,-1.477,,,
colec12,1.402,,,
colgalt1,0.833,,,
COLGALT1 (1 of many),1.546,,,
colgalt2,1.268,,,
colq,-0.796,,,
commd1,1.127,,,
commd10,0.777,,,
commd2,1.262,,,
commd3,1.118,,,
commd4,1.333,,,
commd5,0.840,,,
commd6,0.699,,,
commd7,1.403,,,
commd8,0.956,,,
commd9,0.919,,,
comta,1.094,,,
comtb,0.529,,,
comtd1,-4.000,,,
cop1,1.002,,,
copa,2.026,,,
copb1,1.737,,,
copb2,1.862,,,
cope,2.350,,,
copg2,1.921,,,
cops2,1.445,,,
cops3,1.426,,,
cops4,1.571,,,
cops5,1.412,,,
cops6,0.559,,,
cops7a,1.586,,,
cops8,1.366,,,
cops9,2.286,,,
copz1,2.036,,,
copz2,1.393,,,
COQ10A,0.191,,,
coq10b,1.509,,,
coq2,0.533,,,
coq3,0.775,,,
coq4,0.737,,,
coq5,0.833,,,
coq6,1.157,,,
coq7,0.806,,,
coq8a,1.189,,,
COQ8A (1 of many),-0.620,,,
coq8b,0.841,,,
coq9,1.323,,,
corin,0.040,,,
coro1a,0.260,,,
coro1b,0.418,,,
coro1ca,2.033,,,
coro1cb,0.965,,,
coro2a,1.460,,,
coro2ba,0.159,,,
coro2bb,-4.000,,,
coro6,-0.699,,,
coro7,1.415,,,
cort,-0.481,,,
cotl1,3.090,,,
cox10,1.111,,,
cox11,0.950,,,
cox14,1.965,,,
cox15,1.302,,,
cox16,0.802,,,
cox17,2.118,,,
cox18,0.738,,,
cox19,0.724,,,
cox20,1.541,,,
COX3,3.568,,,
cox4i1,2.353,,,
cox4i1l,0.983,,,
cox4i2,1.088,,,
cox5aa,2.418,,,
cox5ab,1.998,,,
COX5B,2.600,,,
cox5b2,0.745,,,
cox6a1,2.828,,,
cox6a2,0.475,,,
cox6b1,1.760,,,
cox6b2,2.581,,,
cox6c,2.320,,,
cox7a1,0.819,,,
COX7A2 (1 of many),2.229,,,
cox7a2a,2.631,,,
cox7a2l,1.922,,,
cox7b,2.429,,,
cox7c,3.061,,,
cox8a,2.436,,,
cox8b,0.654,,,
cp,-0.569,,,
cpa1,0.048,,,
cpa2,-0.844,,,
cpa4,0.547,,,
cpa5,1.459,,,
cpa6,0.770,,,
cpamd8,1.277,,,
cpb1,0.868,,,
cpb2,-4.000,,,
cpda,0.305,,,
cpdb,-4.000,,,
cpe,0.864,,,
cpeb1a,-4.000,,,
cpeb1b,-1.030,,,
cpeb2,0.632,,,
cpeb3,0.790,,,
cpeb4a,0.883,,,
cpeb4b,0.856,,,
cped1,0.906,,,
cplane2,0.463,,,
cplx2,0.502,,,
cplx2l,0.099,,,
cplx3b,0.274,,,
cplx4a,0.409,,,
cplx4b,-4.000,,,
cplx4c,-0.097,,,
cpm,1.660,,,
cpn1,2.004,,,
cpne1,1.919,,,
cpne2,0.621,,,
cpne3,1.348,,,
cpne4a,-0.391,,,
cpne4b,-0.350,,,
cpne5a,-0.699,,,
cpne5b,-0.645,,,
cpne7,-0.814,,,
cpne9,-0.664,,,
cpo,-0.761,,,
cpox,0.623,,,
cpped1,0.910,,,
cps1,-4.000,,,
cpsf1,1.318,,,
cpsf2,1.311,,,
cpsf3,1.343,,,
cpsf4,1.008,,,
cpsf6,1.623,,,
cpt1aa,1.017,,,
cpt1ab,1.090,,,
cpt1b,0.623,,,
cpt1cb,1.145,,,
cpt2,0.869,,,
cptp,1.157,,,
cpvl,1.366,,,
cpxm1a,1.498,,,
cpxm1b,0.519,,,
cpz,1.395,,,
CR293498.1,-4.000,,,
CR293501.2,-4.000,,,
CR293502.1,-2.000,,,
CR293507.1,1.361,,,
CR293508.1,-0.946,,,
CR293509.1,-0.761,,,
CR293511.1,-1.135,,,
CR293511.2,-4.000,,,
CR293531.1,-4.000,,,
CR293531.2,-4.000,,,
CR293532.1,-4.000,,,
CR318588.1,-4.000,,,
CR318588.2,-4.000,,,
CR318588.3,0.057,,,
CR318588.4,1.586,,,
CR318589.1,-4.000,,,
CR318589.2,-0.265,,,
CR318590.1,-4.000,,,
CR318595.1,-4.000,,,
CR318599.1,-4.000,,,
CR318599.2,-4.000,,,
CR318600.2,-4.000,,,
CR318601.1,-0.174,,,
CR318603.1,-4.000,,,
CR318603.2,-4.000,,,
CR318607.1,-0.692,,,
CR318614.1,-4.000,,,
CR318620.1,-4.000,,,
CR318624.1,-4.000,,,
CR318624.2,-2.477,,,
CR318625.1,-1.115,,,
CR318646.1,-4.000,,,
CR318646.2,-4.000,,,
CR318646.3,-4.000,,,
CR318647.1,-4.000,,,
CR318650.1,-4.000,,,
CR318653.1,-1.363,,,
CR318658.1,-4.000,,,
CR318668.1,-4.000,,,
CR318673.1,0.896,,,
CR318674.1,-1.176,,,
CR339041.1,-4.000,,,
CR339041.2,-1.079,,,
CR339041.3,-4.000,,,
CR339044.1,-4.000,,,
CR339054.1,-2.176,,,
CR339054.2,-4.000,,,
CR339059.1,-0.185,,,
CR339059.3,-0.664,,,
CR339059.4,-0.714,,,
CR352209.1,-1.331,,,
CR352209.2,-4.000,,,
CR352218.1,-4.000,,,
CR352220.1,-4.000,,,
CR352223.1,-4.000,,,
CR352226.1,-0.933,,,
CR352226.2,-1.030,,,
CR352226.3,-4.000,,,
CR352226.4,-4.000,,,
CR352226.5,-0.227,,,
CR352226.6,-4.000,,,
CR352226.7,-1.030,,,
CR352228.1,-1.135,,,
CR352232.1,-1.331,,,
CR352243.1,-4.000,,,
CR352243.2,-4.000,,,
CR352253.1,-4.000,,,
CR352263.1,-4.000,,,
CR352265.1,-1.176,,,
CR352265.3,-1.222,,,
CR352285.1,-0.574,,,
CR352292.1,-1.632,,,
CR352310.1,-4.000,,,
CR352329.1,-0.805,,,
CR352338.1,-1.198,,,
CR352340.1,0.159,,,
CR352342.1,-4.000,,,
CR354372.1,0.291,,,
CR354377.1,-1.574,,,
CR354383.1,-0.886,,,
CR354395.1,-1.632,,,
CR354398.1,-1.574,,,
CR354402.1,-4.000,,,
CR354429.1,-0.933,,,
CR354430.3,-1.030,,,
CR354430.4,-0.614,,,
CR354435.1,0.006,,,
CR354435.2,-4.000,,,
CR354435.3,-4.000,,,
CR354444.1,-4.000,,,
CR354444.2,-4.000,,,
CR354537.1,-4.000,,,
CR354538.1,-4.000,,,
CR354540.1,-1.247,,,
CR354540.2,-1.046,,,
CR354542.1,0.213,,,
CR354547.1,-0.350,,,
CR354547.2,-1.699,,,
CR354547.3,-4.000,,,
CR354549.1,-4.000,,,
CR354549.10,-4.000,,,
CR354549.11,-1.778,,,
CR354549.12,-4.000,,,
CR354549.2,-4.000,,,
CR354549.3,-1.273,,,
CR354549.4,-4.000,,,
CR354549.5,-4.000,,,
CR354549.6,-4.000,,,
CR354549.7,-4.000,,,
CR354549.8,-4.000,,,
CR354549.9,-4.000,,,
CR354556.1,-0.252,,,
CR354556.2,-0.032,,,
CR354556.3,-0.123,,,
CR354564.1,-4.000,,,
CR354564.2,-4.000,,,
CR354581.1,-4.000,,,
CR354588.1,1.062,,,
CR354610.1,0.035,,,
CR354610.2,-1.115,,,
CR354611.1,-4.000,,,
CR354612.1,-4.000,,,
CR356222.1,-0.886,,,
CR356223.2,-0.651,,,
CR356227.1,-0.834,,,
CR356233.1,0.449,,,
CR356233.2,-4.000,,,
CR356236.1,-0.585,,,
CR356242.1,-4.000,,,
CR356246.1,-2.000,,,
CR361551.1,-4.000,,,
CR361551.2,-4.000,,,
CR361560.1,-4.000,,,
CR361564.1,-4.000,,,
CR376730.1,-0.194,,,
CR376730.2,-0.159,,,
CR376737.1,0.414,,,
CR376738.1,-4.000,,,
CR376738.2,-4.000,,,
CR376740.1,-0.391,,,
CR376740.2,0.090,,,
CR376741.1,-0.844,,,
CR376741.2,-0.310,,,
CR376741.3,-0.787,,,
CR376741.4,-1.000,,,
CR376741.5,-4.000,,,
CR376741.6,-4.000,,,
CR376747.1,-0.972,,,
CR376748.1,-4.000,,,
CR376751.1,-0.737,,,
CR376762.1,-4.000,,,
CR376766.1,-4.000,,,
CR376766.2,-1.574,,,
CR376766.3,-4.000,,,
CR376774.1,-4.000,,,
CR376776.1,-4.000,,,
CR376776.2,-4.000,,,
CR376779.1,-0.796,,,
CR376783.1,0.478,,,
CR376785.1,-4.000,,,
CR376797.1,-4.000,,,
CR376800.1,-1.198,,,
CR376821.1,-4.000,,,
CR376825.1,-4.000,,,
CR376835.1,-4.000,,,
CR376838.1,-4.000,,,
CR376857.1,-1.273,,,
CR376861.1,-4.000,,,
CR377210.1,-0.805,,,
CR377211.1,-0.384,,,
CR377211.2,-4.000,,,
CR377211.3,-1.398,,,
CR377211.4,-4.000,,,
CR377229.1,-4.000,,,
CR381531.2,-0.814,,,
CR381534.1,-4.000,,,
CR381540.3,-0.287,,,
CR381544.1,0.722,,,
CR381544.2,-0.127,,,
CR381579.1,-1.574,,,
CR381579.2,-4.000,,,
CR381579.3,-4.000,,,
CR381579.4,-4.000,,,
CR381618.1,1.112,,,
CR381621.1,-4.000,,,
CR381646.1,-4.000,,,
CR381647.1,-4.000,,,
CR381647.2,-4.000,,,
CR381647.3,-4.000,,,
CR381657.1,-0.699,,,
CR381664.1,-4.000,,,
